Original File,New File,New Ext,Original Name,MrSid Output,catalog_id
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/046_3.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/046_3.tif,.tif,046_3.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/046_3_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/046_3_medium.tif,.tif,046_3_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_1.tif,.tif,048_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_1_medium.tif,.tif,048_1_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_1_thumb.tif,.tif,048_1_thumb.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_2.tif,.tif,048_2.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/048_2_medium.tif,.tif,048_2_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_1.tif,.tif,049_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_1_medium.tif,.tif,049_1_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_1_thumb.tif,.tif,049_1_thumb.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_2.tif,.tif,049_2.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/049_2_medium.tif,.tif,049_2_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/052_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/052_1.tif,.tif,052_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/052_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/052_1_medium.tif,.tif,052_1_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/052_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/052_1_thumb.tif,.tif,052_1_thumb.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/053_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/053_1.tif,.tif,053_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/053_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/053_1_medium.tif,.tif,053_1_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/053_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/053_1_thumb.tif,.tif,053_1_thumb.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_1.tif,.tif,055_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_1_medium.tif,.tif,055_1_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_1_thumb.tif,.tif,055_1_thumb.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_2.tif,.tif,055_2.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/055_2_medium.tif,.tif,055_2_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_1.tif,.tif,060_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_1_medium.tif,.tif,060_1_medium.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_1_thumb.tif,.tif,060_1_thumb.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/060_2.tif,.tif,060_2.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/033_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/Anver/033_1.tif,.tif,033_1.sid,none,24
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_1.tif,.tif,slide11_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_1_medium.tif,.tif,slide11_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_1_thumb.tif,.tif,slide11_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_2.tif,.tif,slide11_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide11_2_medium.tif,.tif,slide11_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_1.tif,.tif,slide13_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_1_medium.tif,.tif,slide13_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_1_thumb.tif,.tif,slide13_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_2.tif,.tif,slide13_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide13_2_medium.tif,.tif,slide13_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_1.tif,.tif,slide14_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_1_medium.tif,.tif,slide14_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_1_thumb.tif,.tif,slide14_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_2.tif,.tif,slide14_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide14_2_medium.tif,.tif,slide14_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_1.tif,.tif,slide16_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_1_medium.tif,.tif,slide16_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_1_thumb.tif,.tif,slide16_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_2.tif,.tif,slide16_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide16_2_medium.tif,.tif,slide16_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide17_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide17_1.tif,.tif,slide17_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide17_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide17_1_medium.tif,.tif,slide17_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide17_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide17_1_thumb.tif,.tif,slide17_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_1.tif,.tif,slide18_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_1_medium.tif,.tif,slide18_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_1_thumb.tif,.tif,slide18_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_2.tif,.tif,slide18_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide18_2_medium.tif,.tif,slide18_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide21_graph.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide21_graph.tif,.tif,slide21_graph.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide23_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide23_1.tif,.tif,slide23_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide23_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide23_1_medium.tif,.tif,slide23_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide23_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide23_1_thumb.tif,.tif,slide23_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_1.tif,.tif,slide24_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_1_medium.tif,.tif,slide24_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_1_thumb.tif,.tif,slide24_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_2.tif,.tif,slide24_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide24_2_medium.tif,.tif,slide24_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide27_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide27_1.tif,.tif,slide27_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide27_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide27_1_medium.tif,.tif,slide27_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide27_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide27_1_thumb.tif,.tif,slide27_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_1.tif,.tif,slide28_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_1_medium.tif,.tif,slide28_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_1_thumb.tif,.tif,slide28_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_2.tif,.tif,slide28_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide28_2_medium.tif,.tif,slide28_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide29_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide29_1.tif,.tif,slide29_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide29_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide29_1_medium.tif,.tif,slide29_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide29_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide29_1_thumb.tif,.tif,slide29_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_1.tif,.tif,slide30_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_1_medium.tif,.tif,slide30_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_1_thumb.tif,.tif,slide30_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_2.tif,.tif,slide30_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide30_2_medium.tif,.tif,slide30_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_1.tif,.tif,slide37_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_1_medium.tif,.tif,slide37_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_1_thumb.tif,.tif,slide37_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_2.tif,.tif,slide37_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide37_2_medium.tif,.tif,slide37_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_1.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_1.tif,.tif,slide4_1.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_1_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_1_medium.tif,.tif,slide4_1_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_1_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_1_thumb.tif,.tif,slide4_1_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_2.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_2.tif,.tif,slide4_2.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_2_medium.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_2_medium.tif,.tif,slide4_2_medium.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_2_thumb.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide4_2_thumb.tif,.tif,slide4_2_thumb.sid,none,26
/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide6_graph.sid,/djatoka/Images/images/Lung_Tumors/LungPathologyWeb_Prototype/images/human/slide6_graph.tif,.tif,slide6_graph.sid,none,26
